fighter_id,fighter_name,fighter_record,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_def,TD_Avg,TD_Acc,TD_Def,Sub_avg
2029,HanSeul Kim,Record: 13-6-0,"6' 1""",170 lbs.,"73""",Southpaw,"Jun 19, 1990",5.79,42%,5.68,52%,0.00,0%,50%,1.7
2030,KyeungPyo Kim,Record: 11-4-0,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 29, 1992",6.77,46%,6.32,63%,3.87,40%,100%,0.0
2031,Sangwook Kim,Record: 13-4-0,"6' 0""",155 lbs.,"71""",Orthodox,"Oct 17, 1993",5.11,55%,5.82,44%,1.77,22%,72%,1.2
2032,SangWon Kim,Record: 10-6-1,"5' 9""",145 lbs.,"69""",Orthodox,"Sep 01, 1993",3.18,57%,3.73,58%,0.69,25%,72%,0.0
2033,KyuSung Kim,Record: 12-6-0,"5' 11""",125 lbs.,"69""",Orthodox,"Nov 05, 1992",1.53,53%,0.87,69%,0.00,0%,33%,0.0
2034,So Yul Kim,Record: 8-1-0,--,115 lbs.,--,,"May 25, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2035,Jeremy Kimball,Record: 15-8-0,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991",2.81,46%,3.84,49%,1.41,20%,50%,0.0
2036,Rob Kimmons,Record: 25-9-0,"5' 10""",185 lbs.,"73""",Orthodox,"Jan 30, 1981",1.86,48%,4.79,38%,2.08,46%,25%,2.4
2037,Dustin Kimura,Record: 11-3-0,"5' 7""",135 lbs.,"71""",Orthodox,"May 21, 1989",1.33,21%,3.82,51%,0.93,37%,50%,2.2
2038,Taiei Kin,Record: 6-3-0,"5' 11""",185 lbs.,--,Orthodox,"Jul 08, 1970",2.71,60%,1.33,52%,0.00,0%,55%,0.0
2039,Mike King,Record: 5-1-0,"6' 3""",185 lbs.,--,,"Aug 04, 1983",4.44,58%,1.29,72%,1.75,25%,40%,3.5
2040,Kyle Kingsbury,Record: 11-6-0 (1 NC),"6' 4""",205 lbs.,"79""",Orthodox,"Mar 22, 1982",2.97,40%,3.81,51%,2.64,41%,52%,0.0
2041,Yusaku Kinoshita,Record: 6-3-0,"6' 0""",170 lbs.,"71""",Southpaw,"Aug 21, 2000",4.65,50%,5.12,51%,0.00,0%,50%,0.0
2042,Kamuela Kirk,Record: 12-6-0,"5' 10""",155 lbs.,"75""",Switch,"Apr 13, 1994",3.22,50%,5.87,40%,1.50,26%,47%,1.2
2043,Yurij Kiseliov,Record: 5-4-0,"5' 8""",185 lbs.,--,Orthodox,"Jul 29, 1976",4.88,87%,0.00,0%,0.00,0%,50%,0.0
2044,Justine Kish,Record: 7-4-0,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988",4.51,48%,4.59,57%,0.87,33%,50%,0.1
2045,Koji Kitao,Record: 1-2-0,"6' 7""",350 lbs.,--,Southpaw,"Oct 12, 1963",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2046,Satoru Kitaoka,Record: 40-14-9,"5' 6""",154 lbs.,--,,"Feb 04, 1980",0.68,33%,2.15,45%,0.62,10%,27%,2.1
2047,Top Noi Kiwram,Record: 9-5-0,"5' 5""",125 lbs.,"67""",Southpaw,"Aug 15, 1992",4.47,59%,3.23,66%,2.72,85%,74%,0.0
2048,Ludovit Klein,Record: 24-5-1,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995",3.76,53%,3.48,53%,1.37,51%,76%,0.0
2049,Nick Klein,Record: 6-3-0,"6' 1""",185 lbs.,"77""",Orthodox,"Sep 08, 1995",2.51,56%,3.41,39%,5.79,35%,66%,1.9
2050,Seth Kleinbeck,Record: 8-4-0,"6' 2""",185 lbs.,--,,"Jul 25, 1973",2.55,33%,2.42,40%,0.98,25%,90%,0.0
2051,Stefan Klever,Record: 6-1-0,--,185 lbs.,--,Orthodox,--,0.82,50%,3.84,58%,0.00,0%,0%,0.0
2052,Fatima Kline,Record: 9-1-0,"5' 6""",115 lbs.,"67""",Orthodox,"Jul 12, 2000",5.01,50%,2.71,57%,2.02,58%,50%,0.0
2053,Felix Klinkhammer,Record: 7-0-0,"6' 0""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2054,Drakkar Klose,Record: 16-3-1,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 09, 1988",4.25,55%,3.65,49%,1.49,26%,69%,0.0
2055,Michael Knaap,Record: 18-22-3,"6' 2""",220 lbs.,--,Orthodox,"Feb 27, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2056,Kevin Knabjian,Record: 12-7-1,"5' 10""",170 lbs.,--,Orthodox,"Jul 05, 1984",0.00,0%,15.56,22%,0.00,0%,100%,0.0
2057,Jason Knight,Record: 20-5-0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 14, 1992",2.95,33%,3.02,51%,1.31,31%,47%,1.7
2058,William Knight,Record: 11-5-0,"5' 10""",205 lbs.,"73""",Orthodox,"Apr 03, 1988",2.62,56%,3.30,35%,1.78,40%,48%,0.4
2059,Josefine Knutsson,Record: 8-1-0,"5' 3""",115 lbs.,"60""",Orthodox,"Jan 16, 1996",4.24,51%,2.13,54%,1.60,72%,35%,0.0
2060,Seokhyeon Ko,Record: 13-2-0,"5' 10""",170 lbs.,"71""",Southpaw,"Sep 24, 1993",2.73,59%,1.42,58%,4.00,63%,75%,0.3
2061,Isao Kobayashi,Record: 21-4-4,"5' 8""",145 lbs.,--,,"Oct 28, 1988",1.01,33%,1.66,45%,2.17,100%,100%,0.0
2062,Kelly Kobold,Record: 19-3-1,"5' 6""",135 lbs.,--,Orthodox,"Feb 25, 1983",2.33,21%,4.11,59%,1.67,11%,0%,0.0
2063,Erik Koch,Record: 16-6-0,"5' 10""",170 lbs.,"71""",Southpaw,"Oct 04, 1988",2.33,42%,2.82,47%,1.02,42%,81%,1.0
2064,Sokun Koh,Record: 4-1-0,"6' 1""",205 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2065,Shingo Kohara,Record: 1-0-0,"5' 6""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2066,Brad Kohler,Record: 12-15-0,"5' 9""",220 lbs.,--,Orthodox,"May 26, 1964",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2067,Charlie Kohler,Record: 8-4-1,"5' 9""",155 lbs.,--,Orthodox,"Jul 16, 1976",0.81,33%,4.31,46%,0.00,0%,0%,4.0
2068,Tsuyoshi Kohsaka,Record: 27-19-2,"5' 11""",225 lbs.,--,Orthodox,"Mar 06, 1970",1.88,38%,4.41,54%,1.32,20%,33%,0.4
2069,Kaloyan Kolev,Record: 10-1-0,"6' 2""",205 lbs.,"73""",Orthodox,"Oct 17, 1992",1.12,45%,4.49,42%,10.11,60%,0%,0.0
2070,John Kolosci,Record: 15-9-0,"5' 11""",185 lbs.,--,Orthodox,"Nov 26, 1974",0.21,20%,0.85,50%,0.00,0%,0%,0.0
2071,Yuki Kondo,Record: 60-33-9,"5' 11""",183 lbs.,--,Southpaw,"Jul 17, 1975",1.14,42%,2.57,51%,0.76,41%,37%,0.5
2072,Syuri Kondo,Record: 6-3-0,"5' 4""",115 lbs.,"66""",Orthodox,"Feb 08, 1989",5.40,44%,7.22,58%,0.00,0%,83%,0.3
2073,Mantas Kondratavicius,Record: 8-1-0,"6' 2""",185 lbs.,"75""",Orthodox,"Jul 17, 1999",4.55,33%,3.64,60%,13.64,100%,0%,0.0
2074,Cheick Kongo,Record: 27-10-2,"6' 4""",240 lbs.,"82""",Orthodox,"May 17, 1975",3.33,56%,1.28,54%,2.30,56%,52%,0.2
2075,Andrei Kopylov,Record: 6-11-0,"6' 2""",265 lbs.,--,Orthodox,"Jul 16, 1965",0.33,66%,4.31,40%,0.00,0%,0%,0.0
2076,Roman Kopylov,Record: 14-5-0,"6' 0""",185 lbs.,"75""",Southpaw,"May 04, 1992",4.59,50%,5.18,52%,1.14,47%,88%,0.0
2077,Bruno Korea,Record: 7-3-0,"5' 6""",135 lbs.,"65""",,"Jun 28, 1991",2.12,34%,3.96,42%,0.00,0%,25%,0.0
2078,Chungreng Koren,Record: 7-1-0,--,135 lbs.,--,,"Feb 01, 1998",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2079,Andrey Koreshkov,Record: 19-2-0,"6' 0""",170 lbs.,--,,"Aug 23, 1990",2.84,39%,1.92,63%,4.80,53%,0%,0.0
2080,Josh Koscheck,Record: 17-11-0,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977",1.79,36%,2.27,63%,2.46,48%,64%,0.4
2081,Steven Koslow,Record: 6-1-0,"5' 7""",125 lbs.,"69""",Switch,"Jan 22, 1997",0.77,37%,3.73,40%,5.28,55%,0%,1.1
2082,Naoyuki Kotani,Record: 34-14-7,"5' 8""",155 lbs.,"66""",Southpaw,"Dec 08, 1981",1.02,31%,2.89,50%,0.83,16%,46%,0.8
2083,Ilya Kotau,Record: 1-2-0,--,170 lbs.,--,,--,3.94,40%,4.38,44%,6.57,100%,100%,6.6
2084,Iouri Kotchkine,Record: 7-4-1,"6' 2""",235 lbs.,--,Orthodox,"Dec 21, 1969",0.67,38%,4.92,15%,0.00,0%,25%,0.0
2085,Matt Kovacs,Record: 12-16-0,"6' 0""",244 lbs.,--,Orthodox,"May 09, 1981",1.47,22%,4.87,44%,1.00,25%,0%,0.0
2086,Marcus Kowal,Record: 3-1-1,--,135 lbs.,--,,"Mar 29, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2087,Karolina Kowalkiewicz,Record: 16-10-0,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985",5.54,42%,5.77,56%,0.36,23%,74%,0.2
2088,Steve Kozola,Record: 8-0-0,--,155 lbs.,--,,--,3.90,39%,4.36,50%,2.34,100%,100%,0.0
2089,Derrick Krantz,Record: 22-12-0,"5' 10""",170 lbs.,"72""",Orthodox,"Jan 13, 1988",2.07,37%,4.03,50%,3.18,50%,0%,0.8
2090,James Krause,Record: 28-9-0,"6' 2""",170 lbs.,"73""",Orthodox,"Jun 04, 1986",4.79,49%,4.11,61%,0.96,18%,59%,0.9
2091,Pascal Krauss,Record: 11-2-0,"6' 1""",170 lbs.,--,Orthodox,"Apr 19, 1987",5.45,47%,3.88,59%,1.53,50%,60%,0.9
2092,Rene Kronvold,Record: 5-1-0,"5' 8""",170 lbs.,--,Orthodox,"Jan 03, 1970",0.82,100%,2.47,60%,0.00,0%,66%,4.1
2093,Kaynan Kruschewsky,Record: 15-3-0 (1 NC),"6' 0""",155 lbs.,"73""",Orthodox,"Apr 04, 1991",5.67,50%,5.71,46%,2.74,100%,75%,2.1
2094,Jorgen Kruth,Record: 5-0-0,"6' 2""",205 lbs.,--,,"May 08, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2095,Nikita Krylov,Record: 31-11-0,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",4.36,54%,2.59,47%,2.05,37%,53%,1.2
2096,Mariusz Ksiazkiewicz,Record: 8-1-0,"6' 3""",185 lbs.,"75""",Southpaw,"Oct 04, 1989",0.93,45%,3.40,39%,4.00,100%,0%,2.0
2097,Eliezer Kubanza,Record: 7-1-0,"5' 9""",170 lbs.,"74""",Orthodox,"Dec 23, 1997",2.11,50%,6.97,37%,0.00,0%,100%,0.0
2098,Junya Kudo,Record: 10-7-2,--,135 lbs.,--,Orthodox,"Mar 24, 1983",1.85,71%,4.44,33%,0.00,0%,0%,0.0
2099,John Kuhner,Record: 1-2-0,--,170 lbs.,--,,"Oct 12, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2100,Michael Kuiper,Record: 15-5-0,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989",3.28,54%,3.62,54%,2.30,55%,79%,0.0
2101,Anton Kuivanen,Record: 24-10-0,"5' 8""",155 lbs.,"72""",Orthodox,"May 01, 1984",2.27,38%,1.63,67%,1.20,100%,71%,0.4
2102,Maiju Kujala,Record: 6-3-0,--,135 lbs.,--,,"Feb 24, 1986",2.50,40%,5.50,36%,0.00,0%,50%,0.0
2103,Sumit Kumar,Record: 8-1-0,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 09, 2000",2.80,24%,4.67,46%,6.00,30%,60%,0.0
2104,Aleksei Kunchenko,Record: 20-2-0,"5' 8""",170 lbs.,"70""",Orthodox,"May 02, 1984",3.67,44%,2.83,63%,0.25,33%,80%,0.0
2105,Rizvan Kuniev,Record: 13-3-1 (1 NC),"6' 4""",240 lbs.,"76""",Orthodox,"Mar 10, 1992",3.94,54%,2.33,48%,0.98,75%,93%,0.0
2106,Keigo Kunihara,Record: 3-2-0,"6' 0""",235 lbs.,--,Orthodox,--,0.17,10%,1.99,57%,4.97,40%,100%,2.5
2107,Kiichi Kunimoto,Record: 18-7-2 (1 NC),"5' 10""",170 lbs.,"71""",Orthodox,"May 01, 1981",1.87,44%,3.92,41%,1.59,20%,28%,0.3
2108,Jon Kunneman,Record: 10-0-0,--,185 lbs.,--,,"Jul 14, 1999",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2109,Leo Kuntz,Record: 18-4-1,"5' 10""",155 lbs.,--,Orthodox,"Oct 03, 1983",1.68,32%,3.80,45%,1.99,25%,33%,0.7
2110,Korey Kuppe,Record: 8-4-0,"6' 5""",170 lbs.,"77""",Switch,"Jan 23, 1989",0.73,73%,1.33,31%,0.00,0%,69%,1.0
2111,Ramazan Kuramagomedov,Record: 8-0-0,"6' 1""",170 lbs.,"73""",Orthodox,"Aug 23, 1996",11.67,67%,9.13,54%,1.00,14%,0%,0.0
2112,Tsuyoshi Kurihara,Record: 10-8-2,"5' 10""",185 lbs.,--,Orthodox,"Jul 13, 1973",0.00,0%,12.00,50%,0.00,0%,0%,0.0
2113,Eldari Kurtanidze,Record: 0-1-0,"5' 6""",235 lbs.,--,Orthodox,"Apr 16, 1972",0.47,20%,3.72,60%,0.00,0%,0%,0.0
2114,Kyle Kurtz,Record: 7-5-0,--,170 lbs.,--,,--,1.31,36%,2.95,52%,1.23,20%,0%,2.5
2115,Guram Kutateladze,Record: 13-5-0,"5' 11""",155 lbs.,"72""",Orthodox,"Jan 08, 1992",3.53,45%,4.22,54%,0.61,15%,75%,0.0
2116,Vadym Kutsyi,Record: 17-2-0,"6' 0""",170 lbs.,"71""",Orthodox,"Jul 18, 1991",5.53,48%,4.94,55%,3.53,40%,0%,0.0
2117,Lina Kvokov,Record: 0-3-0,"5' 9""",135 lbs.,--,Orthodox,--,2.31,30%,12.12,19%,0.00,0%,0%,0.0
2118,Kaleo Kwan,Record: 11-16-0,"5' 7""",155 lbs.,--,,"Aug 01, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2119,Jarrod Kwitty,Record: 2-2-0,"5' 8""",185 lbs.,--,,--,0.53,50%,4.40,32%,8.00,50%,0%,2.0
2120,Mike Kyle,Record: 22-14-1 (2 NC),"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980",3.93,51%,3.35,49%,1.33,62%,50%,0.8
2121,Lisa Kyriacou,Record: 7-2-0,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 17, 1993",4.67,41%,4.40,47%,0.00,0%,33%,0.0
2122,Achmed Labasanov,Record: 7-4-0,"6' 3""",215 lbs.,--,Orthodox,"Apr 24, 1978",0.75,39%,1.10,46%,3.00,100%,0%,0.8
2123,Josh LaBerge,Record: 11-6-0,"5' 10""",145 lbs.,--,,--,2.53,36%,5.33,44%,0.00,0%,71%,0.0
2124,Jeremiah Labiano,Record: 11-5-0,"5' 10""",135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2125,Daniel Lacerda,Record: 11-6-0 (1 NC),"5' 6""",125 lbs.,"70""",Switch,"Jun 05, 1996",3.95,45%,8.28,34%,2.32,50%,0%,1.2
2126,Luan Lacerda,Record: 13-3-0,"5' 7""",135 lbs.,"71""",Orthodox,"Jan 07, 1993",4.02,46%,5.79,46%,2.29,41%,66%,0.9
2127,Kemran Lachinov,Record: 3-2-0,--,170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2128,Aspen Ladd,Record: 9-3-0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",3.78,47%,4.65,47%,1.56,47%,62%,0.6
2129,Ryan LaFlare,Record: 14-3-0,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",2.89,40%,1.86,63%,2.13,44%,58%,0.2
2130,Corinne Laframboise,Record: 8-5-0,"5' 4""",125 lbs.,"65""",Orthodox,"May 25, 1989",3.16,68%,1.89,47%,3.16,100%,33%,0.0
2131,Ben Lagman,Record: 6-5-0,"6' 2""",185 lbs.,--,,"Sep 04, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2132,Noad Lahat,Record: 11-2-0,"5' 9""",145 lbs.,"69""",Orthodox,"Jun 08, 1984",2.79,46%,1.47,63%,2.37,26%,16%,2.4
2133,Tina Lahdemaki,Record: 5-1-0,"5' 2""",115 lbs.,--,Orthodox,"May 28, 1988",1.93,20%,4.67,57%,0.00,0%,16%,0.0
2134,Yohan Lainesse,Record: 9-3-0,"6' 1""",170 lbs.,"76""",Orthodox,"Aug 14, 1992",2.22,41%,3.38,58%,0.94,28%,72%,0.5
2135,Tim Lajcik,Record: 7-6-1,"6' 1""",225 lbs.,--,Orthodox,"Jun 21, 1965",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2136,Todd Lally,Record: 2-1-0,"5' 7""",145 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2137,Sean Lally,Record: 7-3-0,"6' 0""",170 lbs.,--,Orthodox,"Nov 04, 1990",5.34,39%,7.23,30%,0.00,0%,0%,0.0
2138,Ricardo Lamas,Record: 20-8-0,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",3.13,47%,2.87,57%,1.84,33%,46%,0.9
2139,Jason Lambert,Record: 26-13-0,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",3.21,58%,1.84,50%,1.35,36%,28%,2.4
2140,Jose Landi-Jons,Record: 29-16-0,"5' 11""",170 lbs.,--,Orthodox,"Sep 09, 1973",0.99,40%,0.77,43%,2.20,80%,40%,2.2
2141,Nate Landwehr,Record: 18-7-0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",5.63,45%,5.83,52%,0.76,41%,71%,0.8
2142,Austen Lane,Record: 13-7-0 (1 NC),"6' 6""",205 lbs.,"80""",Orthodox,"Nov 09, 1987",2.74,50%,2.23,40%,1.52,28%,33%,0.0
2143,Aaron Lanfranco,Record: 5-1-0,--,155 lbs.,--,,"Aug 26, 1986",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2144,Jeremy Lang,Record: 21-2-0,"5' 11""",205 lbs.,--,Southpaw,"May 11, 1975",1.13,50%,1.41,42%,4.22,60%,0%,4.2
2145,Lionel Lanham,Record: 5-1-0,--,205 lbs.,--,,"Aug 31, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2146,Lina Lansberg,Record: 10-8-0,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",2.69,55%,3.87,44%,0.52,27%,47%,0.1
2147,Taylor Lapilus,Record: 21-4-0,"5' 6""",135 lbs.,"73""",Southpaw,"Apr 08, 1992",4.59,48%,2.61,62%,0.27,33%,77%,0.3
2148,Chad Laprise,Record: 13-4-0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 23, 1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0
2149,Anthony Lapsley,Record: 23-7-0 (2 NC),"5' 9""",170 lbs.,--,Southpaw,"Feb 13, 1980",0.53,34%,0.58,66%,0.00,0%,20%,0.0
2150,TJ Laramie,Record: 12-5-0,"5' 6""",145 lbs.,"66""",Orthodox,"Oct 15, 1997",1.49,50%,2.64,38%,1.44,33%,40%,0.0
2151,Icho Larenas,Record: 6-5-0,"6' 3""",235 lbs.,--,Orthodox,"Mar 12, 1980",0.17,15%,2.50,28%,0.00,0%,14%,0.0
2152,Lorenz Larkin,Record: 18-6-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",3.53,46%,2.74,63%,0.27,42%,79%,0.1
2153,Jeremy Larsen,Record: 8-5-0,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984",4.87,48%,5.75,57%,2.49,33%,0%,0.0
2154,Brock Larson,Record: 42-10-0,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",1.39,46%,1.50,55%,2.67,34%,43%,2.0
2155,Ryan Larson,Record: 6-2-0,--,170 lbs.,--,,"Dec 30, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2156,Bobby Lashley,Record: 15-2-0,"6' 3""",255 lbs.,"78""",Orthodox,"Jul 16, 1976",3.10,63%,0.76,63%,11.47,70%,0%,0.0
2157,Ilir Latifi,Record: 17-9-0 (1 NC),"5' 10""",230 lbs.,"73""",Orthodox,"Jul 28, 1982",2.05,45%,2.93,56%,2.11,35%,100%,0.3
2158,Sione Latu,Record: 1-0-0,"6' 0""",215 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2159,Phillip Latu,Record: 6-2-0,"6' 3""",205 lbs.,"76""",Orthodox,"Feb 17, 1991",3.40,51%,7.07,31%,0.00,0%,100%,0.0
2160,Jenel Lausa,Record: 7-5-0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 01, 1988",1.44,42%,3.53,53%,0.55,66%,51%,0.8
2161,Joe Lauzon,Record: 28-16-0,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984",2.84,39%,5.39,54%,2.39,45%,54%,2.0
2162,Dan Lauzon,Record: 17-6-0,"5' 10""",155 lbs.,--,Orthodox,"Mar 30, 1988",1.34,25%,4.09,61%,1.63,33%,80%,2.7
2163,Sandra Lavado,Record: 10-3-0,"5' 7""",115 lbs.,"66""",Orthodox,"May 03, 1994",0.87,37%,2.67,34%,0.00,0%,33%,0.0
2164,Chatt Lavender,Record: 9-7-0,"5' 8""",170 lbs.,--,,"May 24, 1976",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2165,Cody Law,Record: 9-2-0,--,145 lbs.,--,,"Mar 24, 1995",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2166,Muhammed Lawal,Record: 21-6-0 (1 NC),"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981",3.79,52%,1.61,66%,5.96,75%,87%,0.0
2167,Robbie Lawler,Record: 30-16-0 (1 NC),"5' 11""",170 lbs.,"74""",Southpaw,"Mar 20, 1982",3.85,47%,4.67,59%,0.65,64%,65%,0.0
2168,Tom Lawlor,Record: 10-6-0 (1 NC),"6' 0""",205 lbs.,"74""",Southpaw,"May 15, 1983",2.50,42%,2.41,60%,2.46,32%,57%,1.4
2169,Justin Lawrence,Record: 10-4-0,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",3.84,35%,2.83,67%,0.72,28%,73%,0.0
2170,Lance Lawrence,Record: 4-1-0,"6' 1""",145 lbs.,"74""",Orthodox,"Jun 26, 1993",5.87,50%,9.80,24%,1.00,100%,50%,0.0
2171,Ronnie Lawrence,Record: 8-2-0 (1 NC),"5' 8""",135 lbs.,"68""",Switch,"Jun 13, 1992",2.78,56%,1.75,52%,6.75,77%,45%,0.2
2172,Eric Lawson,Record: 9-5-0,"6' 0""",185 lbs.,--,Orthodox,"Feb 12, 1981",1.58,57%,1.97,44%,8.88,42%,0%,3.0
2173,Jimmy Lawson,Record: 4-2-0,"6' 0""",265 lbs.,"77""",Orthodox,"Nov 13, 1991",0.07,8%,1.60,44%,0.00,0%,0%,0.0
2174,Valmir Lazaro,Record: 15-5-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",4.87,37%,4.09,61%,1.33,40%,96%,0.0
2175,Zviad Lazishvili,Record: 13-1-0,"5' 6""",135 lbs.,"69""",Orthodox,"Oct 25, 1991",4.20,39%,6.13,51%,0.00,0%,0%,0.0
2176,Mounir Lazzez,Record: 11-3-0,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",7.49,55%,5.42,53%,1.80,57%,71%,0.0
2177,Cung Le,Record: 9-3-0,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",4.36,48%,2.98,66%,1.37,71%,88%,0.3
2178,Thanh Le,Record: 6-1-0,"5' 9""",145 lbs.,"74""",Orthodox,"Aug 28, 1985",1.97,40%,1.82,70%,0.00,0%,100%,0.0
2179,Quang Le,Record: 9-3-0,"5' 7""",135 lbs.,"70""",Orthodox,"Oct 18, 1991",2.82,38%,4.59,49%,2.90,33%,100%,0.4
2180,Carlos Leal,Record: 23-7-0,"5' 11""",170 lbs.,"74""",Orthodox,"May 04, 1994",8.75,47%,7.78,48%,0.43,11%,90%,0.0
2181,Jordan Leavitt,Record: 13-3-0,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 02, 1995",2.21,57%,1.59,58%,3.15,34%,30%,1.1
2182,Jerome LeBanner,Record: 3-2-0,"6' 3""",265 lbs.,--,Southpaw,"Dec 26, 1972",0.92,35%,1.03,37%,0.00,0%,50%,0.0
2183,Chris Leben,Record: 22-11-0,"5' 11""",185 lbs.,"73""",Southpaw,"Jul 21, 1980",2.87,42%,2.87,52%,1.14,41%,53%,0.8
2184,Julien Leblanc,Record: 10-2-0,--,185 lbs.,--,,"Jan 21, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
2185,Jean-Paul Lebosnoyani,Record: 10-2-0,"5' 11""",170 lbs.,"72""",Switch,"Jan 27, 1999",4.77,61%,3.72,53%,2.79,30%,0%,1.9
2186,Mickael Lebout,Record: 16-7-1 (1 NC),"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987",2.60,34%,2.98,54%,0.00,0%,60%,0.0
2187,Stephen Ledbetter,Record: 8-3-0,"5' 9""",145 lbs.,--,Orthodox,"Jun 30, 1982",1.20,38%,1.60,57%,5.00,45%,100%,0.0
2188,Justin Ledet,Record: 9-4-0 (1 NC),"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988",3.35,39%,4.82,49%,0.23,50%,42%,0.2
2189,James Lee,Record: 15-3-0 (1 NC),"5' 11""",205 lbs.,--,Southpaw,"Sep 22, 1973",1.40,42%,3.72,27%,13.95,50%,0%,7.0
2190,David Lee,Record: 12-10-0,"5' 10""",155 lbs.,--,Orthodox,"Apr 12, 1988",1.49,50%,3.31,42%,0.00,0%,50%,0.0
2191,Jackie Lee,Record: 0-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
2192,Eun Soo Lee,Record: 17-4-0 (1 NC),"6' 1""",215 lbs.,--,Orthodox,"Mar 07, 1982",0.00,0%,3.05,60%,0.00,0%,50%,0.0
2193,Tae Hyun Lee,Record: 1-2-0,"6' 6""",295 lbs.,--,Orthodox,"Jan 17, 1975",1.37,31%,3.89,54%,5.15,100%,0%,0.0
2194,Tommy Lee,Record: 25-6-0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977",0.00,0%,0.30,75%,4.57,33%,0%,0.0
2195,Matt Lee,Record: 14-10-1,"5' 11""",155 lbs.,--,Orthodox,"Jul 09, 1971",0.00,0%,9.68,21%,0.00,0%,0%,0.0
2196,Imani Lee,Record: 2-4-0,--,--,--,Orthodox,"Jul 17, 1977",0.00,0%,0.94,33%,0.00,0%,0%,0.0
2197,Vaughan Lee,Record: 14-13-1,"5' 6""",125 lbs.,"66""",Orthodox,"Oct 15, 1982",3.47,47%,2.07,70%,0.81,33%,72%,1.0
