fighter_id,fighter_name,height,weight,reach,stance,dob,wins,losses,draws
2258,Andre Lima,67,125,67,Orthodox,"Feb 04, 1999",11,0,0
2259,Felipe Lima,66,135,68,Orthodox,"May 07, 1998",14,2,0
2260,Miguel Linares,0,0,0,N/A,"Jan 01, 1900",2,4,0
2261,Emiliano Linares,68,145,72,Orthodox,"Apr 21, 1997",8,2,0
2262,Matt Lindland,72,185,74,Southpaw,"May 17, 1970",22,9,0
2263,Jake Lindsey,71,155,0,Switch,"Jun 21, 1986",12,7,0
2264,John Lineker,63,135,67,Orthodox,"Jun 12, 1990",31,9,0
2265,Austin Lingo,70,145,70,Orthodox,"Jul 10, 1994",9,3,0
2266,Lucio Linhares,74,185,0,Orthodox,"Dec 08, 1973",19,8,0
2267,Philipe Lins,74,205,78,Orthodox,"Aug 17, 1985",18,5,0
2268,Tainara Lisboa,67,135,67,Orthodox,"Mar 02, 1991",7,4,0
2269,Dean Lister,73,185,75,Orthodox,"Feb 13, 1976",13,7,0
2270,Wesley Little,76,205,0,N/A,"Jan 01, 1900",4,8,0
2271,Adam Livingston,74,155,71,Orthodox,"Aug 15, 2001",6,1,0
2272,James Llontop,72,155,73,Orthodox,"Aug 02, 1999",14,5,0
2273,Abner Lloveras,71,155,0,N/A,"Sep 04, 1982",20,9,1
2274,Brian Lo-A-Njoe,67,155,0,Orthodox,"Jan 22, 1976",6,10,3
2275,John Lober,71,199,0,Orthodox,"Feb 26, 1968",5,9,4
2276,Artem Lobov,69,145,65,Southpaw,"Aug 11, 1986",13,15,1
2277,Dylan Lockard,69,145,72,Orthodox,"May 19, 1992",6,2,0
2278,Ryan Loder,74,185,76,Southpaw,"Jun 05, 1991",8,3,0
2279,Sean Loeffler,75,185,0,Orthodox,"May 23, 1982",31,5,0
2280,Christian Lohsen,74,155,77,Southpaw,"Jan 24, 1995",4,2,0
2281,David Loiseau,72,185,76,Orthodox,"Dec 17, 1979",23,11,0
2282,Hector Lombard,69,185,71,Southpaw,"Feb 02, 1978",34,10,1
2283,Michael Lombardo,72,170,72,Orthodox,"Apr 03, 1990",11,2,0
2284,Rocky Long,0,145,0,N/A,"Feb 18, 1978",21,37,1
2285,Thomas Longacre,69,145,0,Orthodox,"Jan 01, 1900",6,1,0
2286,Loma Lookboonmee,61,115,61,Orthodox,"Jan 18, 1996",10,4,0
2287,Ange Loosa,70,170,74,Orthodox,"Mar 18, 1993",10,5,0
2288,Lucas Lopes,74,185,0,N/A,"Oct 05, 1979",29,19,0
2289,Dileno Lopes,65,135,0,N/A,"Sep 26, 1984",19,3,0
2290,Diego Lopes,71,145,72,Orthodox,"Dec 30, 1994",27,8,0
2291,Bruno Lopes,74,205,74,Orthodox,"Apr 24, 1993",14,2,0
2292,Arthur Lopes,74,234,77,Southpaw,"Feb 17, 1993",6,2,0
2293,Ivan Lopez,66,135,0,Southpaw,"Jan 01, 1900",14,3,1
2294,Steve Lopez,71,155,0,Orthodox,"Jul 30, 1984",13,6,1
2295,Federico Lopez,64,139,0,Orthodox,"Jan 04, 1984",10,6,0
2296,Jorge Lopez,70,170,0,Orthodox,"Nov 21, 1988",11,5,0
2297,Christopher Lopez,70,170,0,N/A,"Jan 30, 1986",9,1,0
2298,Matthew Lopez,67,135,69,Southpaw,"Jan 21, 1987",10,4,0
2299,Benito Lopez,70,135,73,Switch,"Apr 06, 1994",10,2,0
2300,Gustavo Lopez,65,135,67,Orthodox,"Jun 27, 1989",12,6,1
2301,Alik Lorenz,74,205,77,Orthodox,"Jan 25, 1997",6,2,0
2302,Brendan Loughnane,70,145,70,Switch,"Dec 05, 1989",17,3,0
2303,Nate Loughran,74,185,0,Orthodox,"Jul 28, 1980",11,2,0
2304,Caolan Loughran,66,135,68,Orthodox,"May 18, 1996",10,2,0
2305,Rashard Lovelace,0,155,0,N/A,"Jan 01, 1900",4,1,0
2306,Ian Loveland,68,145,0,Orthodox,"Sep 07, 1983",18,10,0
2307,Jakob Lovstad,75,205,0,Orthodox,"Dec 28, 1979",11,4,0
2308,Waylon Lowe,67,145,0,Southpaw,"Oct 31, 1980",16,7,0
2309,Brandon Lowe,0,155,0,N/A,"Jan 01, 1900",2,1,0
2310,Joe Lowry,71,155,73,Orthodox,"Dec 12, 1989",9,2,0
2311,Lu Kai,69,145,69,Orthodox,"Mar 01, 1994",8,5,0
2312,Lu Zhengyong,0,125,0,N/A,"Jan 01, 1900",12,7,0
2313,Robert Lucarelli,74,245,0,N/A,"Jan 01, 1900",0,1,0
2314,Matt Lucas,73,205,0,N/A,"Dec 27, 1973",15,3,0
2315,Cleber Luciano,66,155,0,N/A,"Jan 01, 1900",14,6,0
2316,Stephanie Luciano,66,115,65,Orthodox,"Dec 16, 1999",7,2,1
2317,Iasmin Lucindo,63,115,66,Orthodox,"Jan 08, 2002",18,6,0
2318,Duane Ludwig,70,170,70,Orthodox,"Aug 04, 1978",21,14,0
2319,Lawrence Lui,67,135,72,Orthodox,"Aug 04, 1996",8,1,0
2320,Mike Lullo,68,145,0,Orthodox,"Jul 24, 1979",8,3,0
2321,Juan Andres Luna,67,125,72,Orthodox,"Aug 20, 1995",12,1,0
2322,Paula Luna,62,125,62,Orthodox,"Jul 05, 1999",5,3,0
2323,Santiago Luna,69,135,74,Orthodox,"Aug 06, 2004",7,0,0
2324,Dalcha Lungiambula,68,185,76,Orthodox,"Jul 31, 1987",11,6,0
2325,Alexandru Lungu,72,385,0,Orthodox,"Sep 03, 1974",14,4,0
2326,Vicente Luque,71,185,75,Orthodox,"Nov 27, 1991",23,12,1
2327,Thaddeus Luster,75,210,0,N/A,"Jan 01, 1900",0,1,0
2328,Travis Lutter,71,185,75,Orthodox,"May 12, 1973",10,6,0
2329,Joilton Lutterbach,73,185,75,Orthodox,"Nov 05, 1992",38,9,0
2330,Tucker Lutz,68,145,72,Orthodox,"Jul 12, 1994",12,4,0
2331,Lv Zhenhong,68,145,67,Switch,"Jun 25, 1993",16,6,0
2332,Stevie Lynch,70,170,0,Orthodox,"Jan 01, 1900",5,2,0
2333,Adam Lynn,70,155,0,Orthodox,"Nov 16, 1977",17,10,0
2334,Chris Lytle,71,170,68,Orthodox,"Aug 18, 1974",31,18,5
2335,Dong Hyun Ma,71,155,70,Orthodox,"Sep 09, 1988",16,11,3
2336,Pawan Maan,67,155,70,Orthodox,"Apr 06, 1986",7,3,1
2337,William Macario,71,170,75,Orthodox,"Jul 01, 1991",9,3,0
2338,Jason MacDonald,75,185,80,Orthodox,"Jun 03, 1975",25,16,0
2339,Rob MacDonald,75,205,78,Orthodox,"Sep 05, 1978",5,4,0
2340,Rory MacDonald,72,170,76,Orthodox,"Jul 22, 1989",19,4,0
2341,Ryan MacDonald,71,135,71,Switch,"Mar 18, 1993",10,2,0
2342,Clayton MacFarlane,0,170,0,N/A,"Jan 01, 1900",4,1,0
2343,Ilima Macfarlane,64,125,0,N/A,"Jan 01, 1900",6,0,0
2344,Valesca Machado,64,115,63,Orthodox,"May 06, 1996",8,3,0
2345,Caio Machado,76,250,78,Southpaw,"Jul 20, 1994",8,4,1
2346,Ian Machado Garry,75,170,74,Orthodox,"Nov 17, 1997",17,1,0
2347,Lyoto Machida,73,185,74,Southpaw,"May 30, 1978",24,8,0
2348,War Machine,71,170,0,Orthodox,"Nov 30, 1981",14,5,0
2349,Anthony Macias,69,185,0,Switch,"Feb 09, 1969",26,18,0
2350,Pauline Macias,64,115,64,Southpaw,"Jun 27, 1988",4,1,0
2351,Reza Madadi,71,155,73,Orthodox,"Jun 20, 1978",14,6,0
2352,Don Madge,72,155,72,Southpaw,"Nov 12, 1990",9,3,1
2353,Ryan Madigan,72,170,0,Orthodox,"Jan 01, 1900",5,3,0
2354,Victor Madrigal,67,135,71,Orthodox,"Aug 16, 1990",15,5,0
2355,Jon Madsen,72,240,72,Orthodox,"Feb 12, 1980",8,2,0
2356,Mark Madsen,68,155,72,Orthodox,"Sep 23, 1984",12,2,0
2357,Yoshiro Maeda,67,139,68,Southpaw,"Oct 31, 1981",35,16,5
2358,Leonardo Mafra,70,155,70,Orthodox,"Apr 25, 1989",13,4,0
2359,Vinny Magalhaes,75,205,75,Orthodox,"Jul 02, 1984",14,9,0
2360,Vinicius Magalhaes,0,145,0,N/A,"Jul 30, 1971",2,1,0
2361,Caio Magalhaes,73,185,73,Orthodox,"Dec 14, 1987",10,3,0
2362,Bernardo Magalhaes,69,155,0,Orthodox,"Apr 08, 1981",13,4,0
2363,Eric Magana,0,0,0,N/A,"Jan 01, 1900",1,1,0
2364,Brandon Magana,0,170,0,Orthodox,"Jan 01, 1900",6,2,0
2365,Angela Magana,61,115,65,Orthodox,"Aug 02, 1983",11,9,0
2366,Neil Magny,75,170,80,Orthodox,"Aug 03, 1987",31,15,0
2367,Raimond Magomedaliev,73,170,75,Orthodox,"Jun 10, 1990",10,2,0
2368,Ibragim Magomedov,72,250,0,Orthodox,"Jun 08, 1975",22,8,1
2369,Rashid Magomedov,69,155,70,Orthodox,"Nov 29, 1984",20,2,0
2370,Ruslan Magomedov,75,242,78,Orthodox,"Nov 26, 1986",14,1,0
2371,Abus Magomedov,74,185,78,Orthodox,"Sep 02, 1990",28,7,1
2372,Shara Magomedov,74,185,73,Orthodox,"May 16, 1994",16,1,0
2373,Murtazali Magomedov,69,145,70,Orthodox,"Aug 26, 1999",10,0,0
2374,Zabit Magomedsharipov,73,145,73,Orthodox,"Mar 01, 1991",18,1,0
2375,John Maguire,69,155,69,Southpaw,"May 19, 1983",24,9,0
2376,Lolohea Mahe,0,0,0,N/A,"Jan 01, 1900",10,4,1
2377,Michelle Maher,0,145,0,N/A,"Jan 01, 1900",1,2,0
2378,Maheshate,72,155,71,Orthodox,"Dec 01, 1999",10,5,0
2379,Bill Mahood,75,200,0,Orthodox,"Feb 01, 1967",20,7,1
2380,Klayton Mai,69,125,0,N/A,"Nov 30, 1986",8,3,0
2381,Demian Maia,73,170,72,Southpaw,"Nov 06, 1977",28,11,0
2382,Jennifer Maia,64,125,64,Orthodox,"Oct 06, 1988",21,10,1
2383,Nayara Maia,65,125,66,Orthodox,"Jul 25, 1990",7,1,1
2384,Roshan Mainam,0,135,0,N/A,"Jan 01, 1900",6,3,0
2385,Levan Makashvili,68,145,68,Orthodox,"Jan 07, 1989",15,2,1
2386,John Makdessi,68,155,68,Orthodox,"May 03, 1985",18,9,0
2387,Islam Makhachev,70,170,70,Southpaw,"Oct 27, 1991",28,1,0
2388,Aliev Makhmud,66,195,0,Southpaw,"Feb 13, 1970",0,1,0
2389,Zach Makovsky,64,125,64,Southpaw,"Apr 19, 1983",20,8,0
2390,Azat Maksum,67,125,70,Southpaw,"Feb 02, 1995",15,3,0
2391,Jeremy Malaterre,71,155,0,N/A,"Mar 05, 1987",4,2,0
2392,Fabio Maldonado,73,205,75,Orthodox,"Mar 17, 1980",23,11,0
2393,Marvin Maldonado,66,135,0,N/A,"Jan 01, 1900",2,4,0
2394,Bea Malecki,69,135,74,Orthodox,"Aug 23, 1991",4,1,0
2395,Nazareno Malegarie,68,155,0,N/A,"May 16, 1986",28,4,0
2396,Carl Malenko,71,200,0,Orthodox,"Jan 25, 1970",6,4,0
2397,Jacob Malkoun,69,185,73,Orthodox,"Aug 26, 1995",9,3,0
2398,Mike Malott,73,170,73,Orthodox,"Nov 07, 1991",13,2,1
2399,Regina Malpica Rivera,0,135,0,N/A,"Oct 19, 2004",5,0,0
2400,Dan Manasoiu,0,0,0,N/A,"Jan 01, 1900",0,0,0
2401,Troy Mandaloniz,69,170,0,Orthodox,"Feb 01, 1980",3,2,0
2402,Nate Maness,70,125,72,Orthodox,"Jun 27, 1991",16,3,0
2403,Michael Mangan,0,155,0,N/A,"Jan 01, 1900",0,3,0
2404,Gary Mangat,67,135,0,N/A,"Jan 01, 1900",15,3,0
2405,George Mangos,70,145,70,Switch,"Aug 19, 2003",7,1,0
2406,Melvin Manhoef,69,185,0,Orthodox,"May 11, 1976",30,14,1
2407,Melchor Manibusan,65,154,0,Southpaw,"Dec 27, 1976",2,4,0
2408,Jon Manley,73,170,0,Orthodox,"Jul 07, 1986",9,4,0
2409,Steve Mann,73,170,0,N/A,"Jan 01, 1900",12,5,0
2410,Marnic Mann,60,115,64,Southpaw,"Mar 05, 1993",6,3,0
2411,Dylan Mantello,73,155,73,Orthodox,"Nov 19, 1992",8,4,0
2412,Chris Manuel,69,135,0,Orthodox,"Jul 21, 1987",9,7,2
2413,Jimi Manuwa,73,205,79,Orthodox,"Feb 18, 1980",17,6,0
2414,Dom Mar Fan,71,155,75,Orthodox,"Mar 19, 2000",9,2,0
2415,Cristiano Marcello,69,155,72,Orthodox,"Dec 03, 1977",13,6,0
2416,Daniel Marcos,67,135,69,Orthodox,"Mar 07, 1993",18,1,0
2417,Jose Maria,65,125,0,Orthodox,"Jan 04, 1982",37,7,0
2418,Marcos Mariano,73,155,76,Switch,"Oct 12, 1986",6,6,0
2419,Enrique Marin,70,170,0,N/A,"Sep 02, 1986",10,4,0
2420,Chepe Mariscal,67,145,69,Orthodox,"Oct 27, 1992",18,7,0
2421,Ronny Markes,73,185,75,Orthodox,"Apr 21, 1988",17,5,0
2422,Rory Markham,72,170,71,Orthodox,"Mar 25, 1982",17,6,0
2423,Randa Markos,64,115,63,Orthodox,"Aug 10, 1985",11,12,1
2424,Christina Marks,67,125,69,Orthodox,"Nov 08, 1985",8,9,0
2425,Brendon Marotte,69,145,70,Orthodox,"Jan 12, 1996",8,3,0
2426,Nate Marquardt,72,185,74,Orthodox,"Apr 20, 1979",35,19,2
2427,Danilo Marques,78,205,77,Orthodox,"Dec 26, 1985",11,4,0
2428,Julian Marquez,74,185,72,Orthodox,"May 08, 1990",9,6,0
2429,Carmelo Marrero,72,205,73,Orthodox,"Jan 26, 1981",16,6,0
2430,Cesar Marscucci,0,0,0,N/A,"Jan 01, 1900",3,2,0
2431,John Marsh,72,265,0,Orthodox,"Sep 15, 1970",8,7,0
2432,CJ Marsh,0,0,0,N/A,"Jan 01, 1900",5,7,0
2433,Eliot Marshall,74,205,77,Orthodox,"Jul 07, 1980",10,4,0
2434,Doug Marshall,70,205,0,Orthodox,"Sep 09, 1975",18,8,0
2435,David Marshall,74,170,0,N/A,"Aug 24, 1984",8,4,0
2436,Francis Marshall,69,145,72,Orthodox,"Mar 03, 1999",8,3,0
2437,Jack Marshman,72,185,73,Orthodox,"Dec 19, 1989",23,10,0
2438,Terry Martin,68,185,71,Orthodox,"Oct 10, 1980",23,11,0
2439,Eric Martin,0,0,0,N/A,"Jan 01, 1900",0,1,0
2440,Justin Martin,72,185,0,N/A,"Jan 01, 1900",4,3,0
2441,Dave Martin,72,205,0,N/A,"Jan 01, 1900",0,2,0
2442,Joe Martin,69,170,0,N/A,"Jan 01, 1900",6,8,0
2443,Anthony Rocco Martin,72,170,73,Orthodox,"Dec 11, 1989",17,6,0
2444,Mallory Martin,64,115,63,Orthodox,"Jan 29, 1994",7,5,0
2445,Michal Martinek,74,230,0,Southpaw,"Apr 19, 1990",7,1,0
2446,Adrian Luna Martinetti,68,135,71,N/A,"Aug 20, 1995",17,1,0
2447,Rainy Martinez,72,199,0,Orthodox,"Jan 01, 1900",0,2,0
2448,Danny Martinez,66,125,67,Orthodox,"Jun 14, 1985",21,8,0
2449,Alonzo Martinez,70,155,0,N/A,"Apr 22, 1984",42,20,1
2450,Henry Martinez,67,155,69,Southpaw,"Aug 07, 1983",9,4,0
2451,Jonathan Martinez,68,135,70,Southpaw,"Apr 20, 1994",19,6,0
2452,Poppies Martinez,69,145,0,N/A,"Aug 19, 1983",29,11,0
2453,Andrew Martinez,69,215,0,N/A,"Jan 01, 1900",9,6,0
2454,Mana Martinez,70,135,70,Orthodox,"Mar 25, 1996",10,4,0
2455,Victor Martinez,68,155,70,Orthodox,"Jul 17, 1991",13,6,0
2456,Roque Martinez,70,250,72,Orthodox,"Mar 04, 1986",15,8,2
2457,Melissa Martinez,62,115,66,Southpaw,"Aug 18, 1997",8,2,0
2458,Julieta Martinez,61,115,62,Orthodox,"Sep 14, 2004",8,0,0
2459,David Martinez,65,135,67,Orthodox,"Aug 03, 1998",13,1,0
2460,Wagner da Conceicao Martins,79,390,0,Orthodox,"May 19, 1978",9,8,0
2461,Adriano Martins,70,155,72,Southpaw,"Dec 16, 1982",28,9,0
2462,Lucas Martins,72,145,72,Southpaw,"Nov 11, 1988",19,3,0
2463,Max Martyniouk,0,155,0,N/A,"Jan 01, 1900",1,1,0
2464,Bristol Marunde,73,170,75,Orthodox,"Apr 20, 1982",16,10,0
2465,Shoji Maruyama,67,139,0,Orthodox,"Apr 24, 1983",12,9,1
2466,Kazuma Maruyama,71,155,72,Orthodox,"Jul 19, 1992",11,7,0
2467,Islem Masraf,72,205,74,Southpaw,"Jun 07, 1996",3,1,0
2468,Mike Massenzio,74,185,73,Southpaw,"Nov 01, 1982",13,9,0
2469,Jameel Massouh,70,145,72,Orthodox,"Sep 12, 1984",26,9,0
2470,Tiffany Masters,63,115,65,Orthodox,"Jul 31, 1994",2,1,0
2471,Jorge Masvidal,71,170,74,Orthodox,"Nov 12, 1984",35,17,0
2472,Al Matavao,68,205,67,Orthodox,"Feb 23, 1994",8,3,0
2473,Tateki Matsuda,67,125,0,Orthodox,"Feb 27, 1986",13,8,0
2474,Arisa Matsuda,63,115,64,Orthodox,"Dec 15, 1994",7,0,0
2475,Daijiro Matsui,69,200,0,Orthodox,"Dec 05, 1972",13,29,7
2476,Toki Matsui,66,125,65,Orthodox,"Sep 08, 1999",6,1,0
2477,Koichiro Matsumoto,67,145,0,N/A,"Mar 07, 1986",15,3,1
2478,Jean Matsumoto,66,135,68,Orthodox,"Sep 09, 1999",17,2,0
2479,Koyomi Matsushima,67,145,66,Orthodox,"Oct 08, 1992",13,6,0
2480,Naoki Matsushita,66,155,0,Orthodox,"Mar 31, 1976",12,16,11
2481,AJ Matthews,71,185,0,N/A,"Jan 23, 1988",8,7,0
2482,Jake Matthews,71,170,73,Orthodox,"Aug 19, 1994",22,8,0
2483,Connor Matthews,68,145,71,Switch,"May 31, 1992",7,4,0
2484,Claudio Mattos,0,185,0,Orthodox,"Jan 01, 1900",5,4,0
2485,John Matua,74,400,0,Orthodox,"Jan 01, 1900",1,4,0
2486,Francesco Maturi,0,0,0,N/A,"Jan 01, 1900",0,1,0
2487,Vladimir Matyushenko,72,205,74,Orthodox,"Jan 04, 1971",27,8,0
2488,Miranda Maverick,63,125,65,Southpaw,"Jul 01, 1997",17,6,0
2489,Nick Maximov,72,185,76,Southpaw,"Dec 23, 1997",8,2,0
2490,Elaina Maxwell,68,145,0,Orthodox,"Dec 16, 1978",7,4,0
2491,Jeremy May,73,185,0,N/A,"Oct 23, 1986",13,10,0
2492,Jack May,80,255,0,Switch,"Apr 14, 1981",9,3,0
2493,Don'Tale Mayes,78,260,81,Orthodox,"Jan 16, 1992",11,9,0
2494,Gray Maynard,69,155,70,Orthodox,"May 09, 1979",13,7,1
2495,Brooke Mayo,67,125,0,N/A,"Jan 01, 1900",0,1,0
2496,Gina Mazany,66,125,68,Southpaw,"Aug 19, 1988",7,6,0
2497,Sabina Mazo,67,125,70,Orthodox,"Mar 25, 1997",9,4,0
2498,Francesco Mazzeo,75,205,75,Orthodox,"Sep 23, 1997",4,1,0
2499,Scott McAfee,68,155,0,Orthodox,"Aug 23, 1983",14,7,0
2500,Bobby McAndrews,0,0,0,Orthodox,"Jan 01, 1900",1,3,0
2501,Michael McBride,73,155,0,Orthodox,"Mar 09, 1986",8,3,0
2502,Ian McCall,65,125,64,Orthodox,"May 07, 1984",13,5,1
2503,Molly McCann,64,115,62,Orthodox,"May 04, 1990",14,8,0
2504,Charles McCarthy,70,185,71,Orthodox,"Aug 06, 1980",10,5,0
2505,Eric McConico,72,185,77,Southpaw,"May 09, 1990",10,4,1
2506,Sean McCorkle,79,265,81,Orthodox,"Jul 17, 1976",17,7,0
2507,Danni McCormack,64,125,62,Southpaw,"Mar 15, 1990",9,2,0
2508,Paddy McCorry,75,185,73,Switch,"Dec 09, 1997",7,1,0
2509,Kris McCray,72,170,76,Orthodox,"Sep 24, 1981",8,5,0
2510,Tamdan McCrory,76,185,76,Switch,"Nov 05, 1986",14,5,0
2511,Rob McCullough,69,155,69,Orthodox,"May 26, 1977",19,8,0
2512,Justin McCully,73,225,73,Orthodox,"Feb 18, 1976",11,5,2
2513,Robert McDaniel,75,185,75,Southpaw,"May 03, 1983",28,10,0
2514,Michael McDonald,71,205,0,Orthodox,"Feb 06, 1965",1,1,0
2515,Scott McDonald,0,0,0,N/A,"Jan 01, 1900",1,0,0
2516,Michael McDonald,69,135,70,Orthodox,"Jan 15, 1991",17,4,0
2517,Josh McDonald,0,185,0,N/A,"Jan 01, 1900",9,5,0
2518,Miles McDonald,67,115,0,N/A,"Aug 13, 1991",2,1,0
2519,Justin McElfresh,78,205,0,Orthodox,"Jan 04, 1980",6,4,0
2520,Drew McFedries,72,185,72,Southpaw,"Jul 27, 1978",12,7,0
2521,Liam McGeary,78,205,0,N/A,"Oct 04, 1982",12,2,0
2522,Gan McGee,82,265,0,Orthodox,"Nov 20, 1976",13,5,0
2523,Court McGee,71,170,75,Orthodox,"Dec 12, 1984",23,14,0
2524,Marcus McGhee,68,135,69,Orthodox,"May 07, 1990",10,2,0
2525,Ryan McGillivray,71,170,0,N/A,"Sep 27, 1986",12,0,1
2526,Ryan McGivern,72,185,0,Orthodox,"Jan 17, 1980",13,7,0
2527,Jack McGlaughlin,0,0,0,Orthodox,"Jan 01, 1900",1,4,0
2528,Conor McGregor,69,155,74,Southpaw,"Jul 14, 1988",22,6,0
2529,Greg McIntyre,70,155,0,Orthodox,"Apr 21, 1980",6,4,0
2530,Antonio McKee,68,155,0,Southpaw,"Mar 12, 1970",29,6,2
2531,AJ McKee,70,145,0,N/A,"Jan 01, 1900",8,0,0
2532,Rhys McKee,74,170,78,Orthodox,"Sep 10, 1995",14,7,1
2533,Cory McKenna,63,115,58,Orthodox,"Jul 11, 1999",8,4,0
2534,Tim McKenzie,72,185,74,Orthodox,"Jul 21, 1982",14,9,0
2535,Cody McKenzie,72,155,72,Switch,"Dec 16, 1987",16,10,0
2536,Terrance McKinney,70,155,73,Switch,"Sep 15, 1994",17,8,0
2537,Brian McLaughlin,69,155,0,N/A,"May 12, 1984",6,2,0
2538,Jason McLean,65,145,0,N/A,"Jun 03, 1977",6,7,0
2539,Garreth McLellan,73,185,72,Southpaw,"Sep 01, 1982",13,6,0
2540,Sara McMann,66,135,66,Orthodox,"Sep 24, 1980",13,6,0
2541,Tommy McMillen,72,145,74,Orthodox,"Dec 15, 1997",9,0,0
2542,James McSweeney,76,230,77,Switch,"Oct 24, 1980",15,15,0
2543,Charles McTorry,0,0,0,N/A,"Jan 01, 1900",3,0,0
2544,Jackson McVey,76,185,77,Southpaw,"Mar 25, 1999",6,2,0
2545,Daniel McWilliams,73,185,0,N/A,"Jan 14, 1983",15,37,0
2546,Tim Means,74,170,75,Orthodox,"Feb 20, 1984",33,17,1
2547,Yancy Medeiros,70,155,75,Orthodox,"Sep 07, 1987",15,8,0
2548,Anistavio Medeiros,66,145,0,Orthodox,"May 01, 1988",19,10,0
2549,Kaline Medeiros,63,115,0,N/A,"Jan 01, 1900",8,5,0
2550,MarQuel Mederos,70,155,69,Orthodox,"Nov 30, 1996",11,1,0
2551,Uros Medic,73,170,71,Southpaw,"Apr 25, 1993",13,3,0
2552,Todd Medina,70,193,0,Southpaw,"Apr 30, 1970",11,9,0
2553,Jason Medina,69,180,0,N/A,"Jan 01, 1900",21,15,1
2554,Emil Meek,71,170,74,Switch,"Aug 20, 1988",9,5,1
2555,Sanford Alton Meeks,77,265,75,Orthodox,"Apr 05, 1994",1,1,0
2556,Gerald Meerschaert,73,185,77,Southpaw,"Dec 18, 1987",37,21,0
2557,Frank Megallon,70,185,0,Southpaw,"Jan 01, 1900",2,3,0
2558,Derrick Mehmen,76,205,0,N/A,"May 30, 1985",19,9,0
2559,Miika Mehmet,0,205,0,Orthodox,"Jan 01, 1900",3,5,0
2560,Jordan Mein,72,170,73,Orthodox,"Oct 10, 1989",31,12,0
2561,Bryce Mejia,73,170,0,N/A,"Jan 01, 1900",3,1,0
2562,Brian Melancon,68,170,0,Orthodox,"May 28, 1982",7,3,0
2563,Brandon Melendez,71,155,0,Southpaw,"Mar 24, 1983",25,25,0
2564,Gilbert Melendez,69,145,73,Orthodox,"Apr 12, 1982",22,8,0
2565,Nair Melikyan,66,155,0,N/A,"Aug 08, 1997",11,0,0
2566,Marcelo Mello,67,170,0,Southpaw,"Jan 01, 1900",1,0,0
2567,Fabio Mello,65,155,0,Southpaw,"Jun 28, 1975",11,8,0
2568,Vanessa Melo,65,135,65,Orthodox,"Mar 27, 1988",11,8,0
2569,Antonio Mendes,75,205,77,Southpaw,"Apr 19, 1981",18,13,0
2570,Chad Mendes,66,145,66,Orthodox,"May 01, 1985",18,5,0
2571,Augusto Mendes,66,135,65,Orthodox,"Mar 03, 1983",6,2,0
2572,Eddie Mendez,70,185,0,N/A,"Jan 16, 1984",8,3,1
2573,Mateus Mendonca,66,125,71,Orthodox,"Jan 17, 1999",10,3,0
2574,Luis Mendoza,0,155,0,N/A,"Jan 01, 1900",0,1,0
2575,Pietro Menga,67,125,68,Southpaw,"Feb 15, 1988",13,0,0
2576,Alonzo Menifield,72,205,76,Orthodox,"Oct 18, 1987",17,6,1
2577,Ivan Menjivar,66,145,64,Orthodox,"May 30, 1982",25,12,0
2578,Dave Menne,70,170,0,Orthodox,"Jul 29, 1974",45,17,2
2579,Steve Mensing,71,185,0,Orthodox,"Dec 06, 1977",9,13,2
2580,Buck Meredith,74,185,0,N/A,"May 17, 1982",3,3,0
2581,Adam Meredith,74,170,0,N/A,"Jan 01, 1900",5,3,0
2582,Nick Meregali,0,0,0,N/A,"Jan 01, 1900",0,0,0
2583,Joe Merritt,72,170,0,Orthodox,"Mar 07, 1984",7,2,0
2584,Bia Mesquita,64,135,67,Orthodox,"Apr 07, 1991",6,0,0
2585,Jeremiah Metcalf,73,185,0,Orthodox,"Jul 09, 1981",13,7,0
2586,Jonathan Meunier,75,170,0,Switch,"Aug 04, 1987",8,1,0
2587,Yaotzin Meza,69,145,71,Orthodox,"Feb 04, 1981",21,11,0
2588,Guy Mezger,73,200,0,Orthodox,"Jan 01, 1968",30,14,2
2589,David Mgoyan,69,145,70,Orthodox,"Jun 25, 2004",7,1,0
2590,Jonathan Micallef,72,170,77,Southpaw,"Mar 05, 1999",9,1,0
2591,Brandon Michaels,69,185,0,N/A,"Nov 20, 1982",4,14,0
2592,Andreas Michailidis,72,170,76,Orthodox,"Jul 18, 1988",13,6,0
2593,David Michaud,69,155,0,Orthodox,"Nov 10, 1988",11,3,0
2594,Chris Mickle,69,145,0,Orthodox,"Jul 10, 1983",30,21,2
2595,Zachary Micklewright,72,155,74,Southpaw,"Aug 21, 1976",15,3,0
2596,Kristof Midoux,73,220,0,Orthodox,"Jul 30, 1974",6,10,0
2597,Keith Mielke,68,185,0,N/A,"Jan 01, 1900",0,5,0
2598,Chris Mierzwiak,73,185,0,N/A,"Feb 14, 1988",5,3,0
2599,Gabriel Miglioli,68,170,0,N/A,"Jan 01, 1900",9,9,0
2600,Bojan Mihajlovic,71,205,73,Orthodox,"Mar 30, 1980",10,6,0
2601,Billy Miles,70,170,0,Orthodox,"Apr 28, 1978",2,2,0
2602,Pat Miletich,70,170,0,Orthodox,"Mar 09, 1968",29,7,2
2603,Curtis Millender,74,170,76,Orthodox,"Dec 01, 1987",17,5,0
2604,Phillip Miller,71,185,0,Orthodox,"Feb 20, 1979",16,0,0
2605,Jason Miller,73,185,0,Orthodox,"Dec 24, 1980",23,10,0
